"Tokens"

    /PWA Vote
	"SFUI_Vote_TeamDamage_PWA" "Enable Team Damage?"
	"CFG_Addon_PracticeKnife_bowie" "9. ⭐Boi Hunter knife⭐\nLong press left✔️ top wheel scrolls down the Spectrum Scroll shutdown
	"CFG_Addon_PracticeKnife_butterfly" "10. ⭐Butterfly knife ⭐\nlong left click ✔️ top wheel scrolls down the root of the Speck_mark"
	"CFG_Addon_PracticeKnife_daggers" "11. ⭐Dagger ⭐\nlong press left ✔️ top wheel scroller droplet to the right mouse button to close"
	"CFG_Addon_PracticeKnife_paracord" "12. ⭐rope dagger⭐\nlong left button: check_mark: top wheel scrolls down array's right mouse wheel closing"
	"CFG_Addon_PracticeKnife_survival" "13. ⭐Dagger for life⭐\nlong press left✔️ top wheel rolled down by the boredog to close with the right mouse button"
	"CFG_Addon_PracticeKnife_navaja" "14. ⭐bear knife⭐\nlong press left✔️ top wheel scroller drops to the right mouse button to close"
	"CFG_Addon_PracticeKnife_nomad" "15. ⭐Traveller dagger ⭐\nlong left button: check_mark: top wheel roller drops down the right mouse button to close"
	"CFG_Addon_PracticeKnife_stiletto" "16. ⭐Short sword ⭐\nlong press left✔️ upwheelbarre Scroll Scroll Scroll off the right mouse wheel"
	"CFG_Addon_PracticeKnife_talon" "17. ⭐sawbug: star:\nlong left button: check_mark: top wheel scrolled down by Spectrum Shortle"
	"CFG_Addon_PracticeKnife_butterknife" "18. ⭐Former skin⭐\nlong left button: check_mark: top wheel scrolls down the Spectrum Scroll Off Right Keys"
	"CFG_Addon_PracticeKnife_Skeleton" "19. ⭐Skeleton dagger ⭐\nLong press left✔️ top wheel on top of the scrolls to close the power key of the borear"
	"CFG_Addon_PracticeKnife_kukri" "20. ⭐outline knife⭐\nlong press left✔️ top wheel scroll down by boredoors with the right mouse button closing"

	"CFG_Addon_PracticeCam_firstperson" "1. ⭐ The first person claims ⭐\nlong press left✔️ upwheel scroll down the boredog with the right click to close"
	"CFG_Addon_PracticeCam_thirdperson1" "2. ⭐ Third Person close to left⭐\nlong press the left button: check_mark: top wheel scroll down the root of the Spectrum right click to close"
	"CFG_Addon_PracticeCam_thirdperson2" "3. ⭐Third Person ⭐\nlong left button: check_mark: top wheel roller down the root of the Scroll Scroll Scroll Off Right Keys"
	"CFG_Addon_PracticeCam_thirdperson3" "4. ⭐ Third Person close to right:\nlong press the left button: check_mark: top wheel rolled down the root of the Scroll Scroll Scroll Off Right Keys"
	"CFG_Addon_PracticeCam_thirdperson4" "5. ⭐ The more shoulder⭐\nlong left button: check_mark: top wheel rolled down the Scroll Scroll Short Right button"
	
	"CFG_Addon_PracticeSpawn_CT1" "⭐CT spare-point 1⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT2" "⭐CT spare-point 2⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT3" "⭐CT spare-point 3⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT4" "⭐CTT Birth point 4⭐\nLong press left: check_mark: top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT5" "⭐UNCT Birth point 5⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT6" "⭐CT spare-point 6⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT7" "⭐UNCT Birthpoint 7⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT8" "⭐UNCT birth point 8⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT9" "⭐UNCT Birth point 9⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT10" "⭐CT spare-point 10⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT11" "⭐UNCT Birthpoint 11⭐\nLong press left: check_mark: top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT12" "⭐CT spare-point 12⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT13" "⭐CT spare-point 13⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT14" "⭐CTT Birth point 14⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT15" "⭐CT spare-point 15⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT16" "⭐CT spare-point 16⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT17" "⭐CT spare-point 17⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT18" "⭐CT spare-point 18⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT19" "⭐CTT Birth 19⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT20" "⭐CTT Birth point 20⭐\nLong press left: check_mark: top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT21" "⭐CT spare-point 21⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_CT22" "⭐CT spare-point 22⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T1" "⭐T spam 1⭐\nLong press left: check_mark: top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T2" "⭐T spam 2⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T3" "⭐T spam 3⭐\nLong press left: check_mark: top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T4" "⭐T spam 4⭐\nLong press left: check_mark: top wheel barrel on top wheel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T5" "⭐T spam 5⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T6" "⭐T spare-point 6⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T7" "⭐T spam 7⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T8" "⭐T spam 8⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T9" "⭐T spam 9⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T10" "⭐T spam 10⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T11" "⭐T spam 11⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T12" "⭐T spam 12⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T13" "⭐T spare-point 13⭐\nLong press leftke✔️ top wheel barrel before the Scroll Round can return to map selection"
	"CFG_Addon_PracticeSpawn_T14" "⭐T spam 14⭐\nLong press leftke✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T15" "⭐T spam 15⭐\nLong press left: check_mark: top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T16" "⭐T spare-point 16⭐\nLong press leftke✔️ top wheel barrel before the Scroll Round can return to map selection"
	"CFG_Addon_PracticeSpawn_T17" "⭐T spare-point 17⭐\nLong press left: check_mark: top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T18" "⭐T spare-point 18⭐\nLong press leftke✔️ top wheel barrel before the Scroll Round can return to map selection"
	"CFG_Addon_PracticeSpawn_T19" "⭐T spam 19⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T20" "⭐T spam 20⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T21" "⭐T spam 21⭐\nLong press left✔️ top wheel barrel before the Scroll can return to map selection"
	"CFG_Addon_PracticeSpawn_T22" "⭐T spam 22⭐\nLong press left: check_mark: top wheel barrel on top wheel before the Scroll can return to map selection"

	"CFG_Addon_C4UtiliesTotal" "C4 Function Menu\n \n \n \n"
	"CFG_Addon_C4Utilities_EnableAuto" "Enable C4 Autodetect\n \n \n \n"
	"CFG_Addon_C4Utilities_DisableAuto" "Close C4 Auto-detect\n \n \n \n"
	"CFG_Addon_C4Utilies_DetC4" "Detect C4 Status\n \n \n \n"
	"CFG_Addon_C4Utilities_UsePreference" "Output to Your Default Output Method\n \n \n \n"
	"CFG_Addon_C4Utilities_UseChatWheel" "Export to Inner Radio\n \n \n \n"
	"CFG_Addon_C4Utilies_OutputC4Position" "Output C4 coordinates to Console\n \n \n \n"

	"CFG_Inferno_Faze" "CTR Birth FAZE\n \n \n \n"
	"CFG_Inferno_ReABombTotal" "Zone A Backup\n \n \n \n"
	"CFG_Inferno_ReABombFullMolo" "Burning fire\n \n \n \n"


	"CFG_Dust2_AShortTotal" "Agram\n \n \n \n"
	"CFG_Dust2_AShort 1\n \n \n \n"
	"CFG_Dust2_AShort2" "\n \n \n \n"
	"CFG_Dust2_BBombTotal" "Back\n \n \n \n"
	"CFG_Dust2_BBomb1" "Smoke\n \n \n \n"
	"CFG_Dust2_BBomb2" "Smoke\n \n \n \n"
	"CFG_Dust2_BBomb3" "Smoke off\n \n \n \n"
	"CFG_Dust2_OutMidTotal" "Midway\n \n \n \n"
	"CFG_Dust2_OutMid1" "Smoke\n \n \n \n"
	"CFG_Dust2_OutMid2" "Exit\n \n \n \n"
	"CFG_Dust2_FastMidTotal" "Fast XBox Smoke\n \n \n \n"


	"CFG_Mirage_Tramp" "Smoke\n \n \n \n"

	"CFG_Mirage_B2" "B2 Items\n \n \n \n"
	"CFG_Mirage_B2_1_Market1" "1-Supermarket window\n \n \n \n"
	"CFG_Mirage_B2_1_Market2" "1-Supermarket Gate\n \n \n \n"
	"CFG_Mirage_B2_1_BShort" "1-B Smoke\n \n \n \n"
	"CFG_Mirage_B2_Window" "2-B2 Window Wall\n \n \n \n"
	"CFG_Mirage_B2_3_Window" "3-Supermarket window\n \n \n \n"

	"CFG_Mirage_VIPTotal" "Quick VIP Smoke\n \n \n \n"

	"CFG_Mirage_A1" "A1 Items\n \n \n \n"
	"CFG_Mirage_A1_1_Stairs" "1 - Smooth\n \n \n \n"
	"CFG_Mirage_A1_1_Connect" "1 - Connect to Smoke\n \n \n \n"
	"CFG_Mirage_A1_1_Flash1" "1-Strobe\n \n \n \n"
	"CFG_Mirage_A1_1_Flash2" "1-Lighten\n \n \n \n"
	"CFG_Mirage_A1_2_CT" "2-Policer\n \n \n \n"
	"CFG_Mirage_A1_3_Stairs" "3-Stay\n \n \n \n"
	"CFG_Mirage_A1_4_ClearA1" "4-A1\n \n \n \n"
	"CFG_Mirage_A1_5_Jungle" "5-Jungle Smoke\n \n \n \n"
	"CFG_Mirage_A1_6_ArchInside" "6-Arch Smoke\n \n \n \n"
	"CFG_Mirage_A1_7_ArchInside" "Smoke\n \n \n \n"
	"CFG_Mirage_A1_7_Molo" "7-JungleFire\nto step by pressing\n \n \n
	"CFG_Mirage_A1_8_Molo" "8-police kiosk\n \n \n \n"
	"CFG_Mirage_A1_8_Smoke" "7 - Connect to Smoke\n \n \n \n"

	"CFG_Mirage_A2" "A2 Items\n \n \n \n"
	"CFG_Mirage_A2_1_Molo" "Hot fire\n \n \n \n"
	"CFG_Mirage_A2_2_Smoke" "2-A2 Smoke\n \n \n \n"

	"CFG_Mirage_TSpawn" "Banditry\n \n \n \n"
	"CFG_Mirage_TSpawn_1_VIIP" "1-VIP Smoke\nD+Jump\nPress D and drop\n \n"
	"CFG_Mirage_TSpawn_2_Midpass" "2-Smooth\n \n \n \n"
	"CFG_Mirage_TSpawn_3_ArchiOutside" "3-Arch Smoke\n \n \n \n"
	"CFG_Mirage_TSpawn_4_ArchInside" "4-Arch Smoke\n \n \n \n"
	"CFG_Mirage_TSpawn_4_Jungle" "4-Jungle Smoke\n \n \n \n"

	"CFG_Mirage_Mid" "Road\n \n \n \n"
	"CFG_Mirage_Mid_1_VIP"                    "1-VIP烟\n \n \n \n"
	"CFG_Mirage_Mid_2_ArchInside" "2-Arch Smoke\n \n \n \n"
	"CFG_Mirage_Mid_3_ArchFlash" "3-Arch\nRemind teammates of\n \n \n"
	"CFG_Mirage_Mid_4_ArchInside" "4-Arch Smoke\n \n \n \n"
	"CFG_Mirage_Mid_4_Jungle" "4-Jungle Smoke\n \n \n \n"
	"CFG_Mirage_Mid_5_BShortFlash1" "5-Black House Flash\nto remind teammates of\n \n \n"
	"CFG_Mirage_Mid_5_BShortFlash2" "5-B Flash\nto remind teammates of\n \n \n"
	"CFG_Mirage_Mid_6_VIPFlash" "6-Jump VIP Sad\n \n \n \n"

	"CFG_Mirage_CTMid" "Roads\n \n \n \n"
	"CFG_Mirage_CTMid_1_Molo" "1-sandbag fire points\nto drop\n \n \n"
	"CFG_Mirage_CTMid_2_Flash" "2-VIP to blow up smoke or self-help\n \n \n \n"

	"CFG_Mirage_CTRetakeA" "Area A Defender\n \n \n \n"
	"CFG_Mirage_CTMid_1_Smoke" "1-Delayed Masking\n \n \n \n"
	"CFG_Mirage_CTMid_2_MoloBomb" "2-A Package Fire\n \n \n \n"
	"CFG_Mirage_Mid_3_A1Clear" "3-A1 Reverse\n \n \n \n"
	"CFG_Mirage_CTMid_4_ShortMolo" "4-Shortbox & Fire\n \n \n \n"
	"CFG_Mirage_CTMid_5_CTRetakeFlash" "5 - Police Counter\n \n \n \n"
}
